7.0169 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
7.8735 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9a299146d0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9a29914670>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9a299144f0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f9a2f5e8520>, multiSample=False, name='window1', numSamples=2, pos=[480.0, 300.0], screen=0, size=array([3840, 2400]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.8737 	EXP 	window1: mouseVisible = True
7.8738 	EXP 	window1: backgroundImage = ''
7.8738 	EXP 	window1: backgroundFit = 'none'
7.8747 	EXP 	window1: mouseVisible = False
7.8780 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.8780 	EXP 	window1: recordFrameIntervals = False
7.9892 	EXP 	window1: recordFrameIntervals = True
8.1619 	WARNING 	t of last frame was 22.95ms (=1/43)
8.7620 	WARNING 	t of last frame was 23.14ms (=1/43)
8.7785 	WARNING 	t of last frame was 16.56ms (=1/60)
8.8785 	WARNING 	t of last frame was 23.12ms (=1/43)
8.9285 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
9.0619 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.6837 	EXP 	window1: mouseVisible = True
